CHL_nearest,CHL_idw,lat,lon
--,--,40.9068638605,23.9085049605
--,--,40.9068638605,23.9185049605
--,--,40.9068638605,23.9285049605
--,--,40.9068638605,23.9385049605
--,--,40.9068638605,23.9485049605
--,--,40.9068638605,23.9585049605
--,--,40.9068638605,23.9685049605
--,--,40.9068638605,23.9785049605
--,--,40.9068638605,23.9885049605
--,--,40.9068638605,23.9985049605
--,--,40.9068638605,24.0085049605
--,--,40.9068638605,24.0185049605
--,--,40.9068638605,24.0285049605
--,--,40.9068638605,24.0385049605
--,--,40.9068638605,24.0485049605
--,--,40.9068638605,24.0585049605
--,--,40.9068638605,24.0685049605
--,--,40.9068638605,24.0785049605
--,--,40.9068638605,24.0885049605
--,--,40.9068638605,24.0985049605
--,--,40.9068638605,24.1085049605
--,--,40.9068638605,24.1185049605
--,--,40.9068638605,24.1285049605
--,--,40.9068638605,24.1385049605
--,--,40.9068638605,24.1485049605
--,--,40.9068638605,24.1585049605
--,--,40.9068638605,24.1685049605
--,--,40.9068638605,24.1785049605
--,--,40.9068638605,24.1885049605
--,--,40.9068638605,24.1985049605
--,--,40.9068638605,24.2085049605
--,--,40.9068638605,24.2185049605
--,--,40.9068638605,24.2285049605
--,--,40.9068638605,24.2385049605
--,--,40.9068638605,24.2485049605
--,--,40.9068638605,24.2585049605
--,--,40.9068638605,24.2685049605
--,--,40.9068638605,24.2785049605
--,--,40.9068638605,24.2885049605
--,--,40.9068638605,24.2985049605
--,--,40.9068638605,24.3085049605
--,--,40.9068638605,24.3185049605
--,--,40.9068638605,24.3285049605
--,--,40.9068638605,24.3385049605
--,--,40.9068638605,24.3485049605
--,--,40.9068638605,24.3585049605
--,--,40.9068638605,24.3685049605
--,--,40.9068638605,24.3785049605
--,0.0137895580766,40.9068638605,24.3885049605
--,0.0588804382705,40.9068638605,24.3985049605
--,0.130922774839,40.9068638605,24.4085049605
--,0.165720138279,40.9068638605,24.4185049605
--,0.16719151882,40.9068638605,24.4285049605
--,0.163550067978,40.9068638605,24.4385049605
--,0.192648524543,40.9068638605,24.4485049605
0.45210522413253784,0.334632283884475,40.9068638605102,24.4585049604624
0.4070785343647003,0.3354623640011633,40.9068638605102,24.468504960462397
0.3941362500190735,0.31776795740759367,40.9068638605102,24.4785049604624
0.36518150568008423,0.30997404328934,40.9068638605102,24.4885049604624
0.36518150568008423,0.3109099132645563,40.9068638605102,24.498504960462398
0.37970104813575745,0.3008146214129813,40.9068638605102,24.5085049604624
--,0.130619978801,40.9068638605,24.5185049605
--,0.0365056153982,40.9068638605,24.5285049605
--,--,40.9068638605,24.5385049605
--,--,40.9068638605,24.5485049605
--,--,40.9068638605,24.5585049605
--,--,40.9068638605,24.5685049605
--,--,40.9068638605,24.5785049605
--,--,40.9068638605,24.5885049605
--,--,40.9068638605,24.5985049605
--,--,40.9068638605,24.6085049605
--,--,40.9068638605,24.6185049605
--,--,40.9068638605,24.6285049605
--,--,40.9068638605,24.6385049605
--,--,40.9068638605,24.6485049605
--,--,40.9068638605,24.6585049605
--,--,40.9068638605,24.6685049605
--,--,40.9068638605,24.6785049605
--,--,40.9068638605,24.6885049605
--,--,40.9068638605,24.6985049605
--,--,40.9068638605,24.7085049605
--,--,40.9068638605,24.7185049605
--,--,40.9068638605,24.7285049605
--,--,40.9068638605,24.7385049605
--,--,40.9068638605,24.7485049605
--,--,40.9068638605,24.7585049605
--,--,40.9068638605,24.7685049605
--,--,40.9068638605,24.7785049605
--,--,40.9068638605,24.7885049605
--,--,40.9068638605,24.7985049605
--,--,40.9068638605,24.8085049605
--,--,40.9068638605,24.8185049605
--,--,40.9068638605,24.8285049605
--,--,40.9068638605,24.8385049605
--,--,40.9068638605,24.8485049605
--,--,40.9068638605,24.8585049605
--,--,40.9068638605,24.8685049605
--,--,40.9068638605,24.8785049605
--,--,40.9068638605,24.8885049605
--,--,40.9068638605,24.8985049605
--,--,40.9068638605,24.9085049605
--,--,40.9068638605,24.9185049605
--,0.0256868088847,40.9068638605,24.9285049605
--,0.0199324721804,40.9068638605,24.9385049605
--,0.0102752124042,40.9068638605,24.9485049605
--,0.0303004988773,40.9068638605,24.9585049605
--,0.0672232354356,40.9068638605,24.9685049605
--,0.100337554805,40.9068638605,24.9785049605
--,0.102196211784,40.9068638605,24.9885049605
--,0.0938778451825,40.9068638605,24.9985049605
--,0.12200916166,40.9068638605,25.0085049605
0.3041655719280243,0.22302392357434486,40.9068638605102,25.018504960462398
0.3041655719280243,0.2617499945830298,40.9068638605102,25.0285049604624
0.30144211649894714,0.2805361004394843,40.9068638605102,25.038504960462397
0.3093350827693939,0.2880105746473033,40.9068638605102,25.0485049604624
0.308414489030838,0.29720379884704845,40.9068638605102,25.058504960462397
0.31750673055648804,0.3088552088917007,40.9068638605102,25.0685049604624
0.31323978304862976,0.3087227903802098,40.9068638605102,25.0785049604624
0.31323978304862976,0.3072416627774537,40.9068638605102,25.088504960462398
0.2965220510959625,0.30162179082437646,40.9068638605102,25.0985049604624
0.30427226424217224,0.29376217215056605,40.9068638605102,25.108504960462398
0.3177914321422577,0.281457891417801,40.9068638605102,25.1185049604624
--,0.214581817207,40.9068638605,25.1285049605
--,0.219686174189,40.9068638605,25.1385049605
0.29633909463882446,0.2833591121767932,40.9068638605102,25.1485049604624
0.29633909463882446,0.2766842658158589,40.9068638605102,25.1585049604624
--,0.171869449588,40.9068638605,25.1685049605
0.27795860171318054,0.2205481266736955,40.9068638605102,25.178504960462398
0.27795860171318054,0.18491443013291595,40.9068638605102,25.1885049604624
--,0.124344873909,40.9068638605,25.1985049605
--,0.0942157457742,40.9068638605,25.2085049605
--,0.0895157840906,40.9068638605,25.2185049605
